,Ask,Bid,Expiry,Last,Open_Int,Quote_Time,Root,Strike,Symbol,Type,Underlying_Price,Update_Date,Update_Time,Vol,_id,iteration,Alert Level,Fifty Percent,Buy Price,Sell Price,Return Percent,Profit
3,1.28,1.1,2017-08-18,1.04,136.0,2017-06-21T10:11:23.000Z,AFL,77.5,AFL170818P00077500,p,78.69,20170621,22:48:14,1.0,AFL_20170818_20170621_7_p_77.5,7.0,0.9994918053614535,True,1.28,0.01,-0.9921875,121.0
2,0.97,0.83,2017-08-18,0.75,305.0,2017-06-22T10:11:18.000Z,AFL,75.0,AFL170818P00075000,p,77.96,20170622,22:48:14,5.0,AFL_20170818_20170622_7_p_75.0,7.0,0.9997434910863151,True,0.97,0.03,-0.9690721649484536,88.0
12,0.92,0.8,2017-08-18,0.97,320.0,2017-06-23T10:11:17.000Z,AFL,75.0,AFL170818P00075000,p,77.98,20170623,22:48:15,15.0,AFL_20170818_20170623_7_p_75.0,7.0,1.0170719089498192,True,0.92,0.03,-0.967391304347826,83.0
9,1.01,0.83,2017-08-18,0.88,323.0,2017-06-26T10:11:21.000Z,AFL,75.0,AFL170818P00075000,p,77.35,20170626,22:48:12,3.0,AFL_20170818_20170626_7_p_75.0,7.0,0.9935567010309279,True,1.01,0.03,-0.9702970297029703,92.0
17,0.98,0.83,2017-07-21,1.01,231.0,2017-06-27T10:11:21.000Z,AFL,77.5,AFL170721P00077500,p,77.94,20170627,22:50:11,1.0,AFL_20170721_20170627_7_p_77.5,7.0,1.0110953425364466,True,0.98,0.08,-0.9183673469387755,84.0
17,1.0,0.84,2017-07-21,0.87,231.0,2017-06-30T10:11:18.000Z,AFL,77.5,AFL170721P00077500,p,77.53,20170630,22:50:14,52.0,AFL_20170721_20170630_7_p_77.5,7.0,0.99819587628866,True,1.0,0.08,-0.92,86.0
5,1.22,1.03,2017-08-18,1.77,183.0,2017-07-03T10:11:18.000Z,AFL,77.5,AFL170818P00077500,p,78.98,20170703,22:48:16,96.0,AFL_20170818_20170703_7_p_77.5,7.0,1.033470648815654,True,1.22,0.01,-0.9918032786885246,115.0
6,1.29,1.18,2017-08-18,1.38,494.0,2017-07-17T10:11:22.000Z,AFL,77.5,AFL170818P00077500,p,78.14,20170717,22:48:19,5.0,AFL_20170818_20170717_7_p_77.5,7.0,1.0069346346474892,True,1.29,0.01,-0.9922480620155039,122.0
11,1.21,1.09,2017-08-18,1.2,502.0,2017-07-19T10:11:18.000Z,AFL,77.5,AFL170818P00077500,p,77.9,20170719,22:48:18,7.0,AFL_20170818_20170719_7_p_77.5,7.0,1.0007705149608321,True,1.21,0.01,-0.9917355371900827,114.0
10,1.17,0.95,2017-08-18,1.01,498.0,2017-07-20T10:11:22.000Z,AFL,77.5,AFL170818P00077500,p,77.89,20170720,22:48:18,4.0,AFL_20170818_20170720_7_p_77.5,7.0,1.0,True,1.17,0.01,-0.9914529914529915,109.99999999999999
10,1.18,1.08,2017-08-18,1.12,507.0,2017-07-24T10:11:26.000Z,AFL,77.5,AFL170818P00077500,p,77.61,20170724,22:48:19,10.0,AFL_20170818_20170724_7_p_77.5,7.0,1.0010313265437671,True,1.18,0.01,-0.9915254237288136,111.0
7,1.06,0.91,2017-08-18,1.13,538.0,2017-07-25T10:11:26.000Z,AFL,77.5,AFL170818P00077500,p,78.07,20170725,22:48:21,31.0,AFL_20170818_20170725_7_p_77.5,7.0,1.0115949497552175,True,1.06,0.01,-0.9905660377358491,99.0
11,1.18,1.04,2017-08-18,0.95,538.0,2017-07-26T10:11:26.000Z,AFL,77.5,AFL170818P00077500,p,77.61,20170726,22:48:22,1.0,AFL_20170818_20170726_7_p_77.5,7.0,0.9884704073789392,True,1.18,0.01,-0.9915254237288136,111.0
7,1.18,1.1,2017-10-20,1.07,216.0,2017-09-05T10:10:14.000Z,AGO,41.0,AGO171020P00041000,p,41.17,20170905,23:24:22,71.0,AGO_20171020_20170905_7_p_41.0,7.0,-0.031294117647058785,True,1.18,3.15,1.6694915254237288,-203.0
1,1.02,0.9,2017-11-17,0.63,25.0,2017-09-26T10:10:33.000Z,AGO,38.0,AGO171117P00038000,p,39.74,20170926,23:23:34,2.0,AGO_20171117_20170926_7_p_38.0,7.0,-0.03496843127731903,True,1.02,1.32,0.2941176470588236,-36.0
3,1.19,0.98,2017-11-17,1.14,2555.0,2017-10-04T10:10:10.000Z,AGO,35.0,AGO171117P00035000,p,37.26,20171004,23:23:39,5.0,AGO_20171117_20171004_7_p_35.0,7.0,-0.03696045489790643,True,1.19,0.2,-0.8319327731092437,93.0
10,0.97,0.84,2017-11-17,1.01,194.0,2017-09-19T10:10:13.000Z,AFL,80.0,AFL171117P00080000,p,83.49,20170919,22:51:16,3.0,AFL_20171117_20170919_7_p_80.0,7.0,1.008177991581479,True,0.97,0.05,-0.9484536082474226,86.0
21,1.16,1.02,2017-11-17,1.32,563.0,2017-09-20T10:10:14.000Z,AFL,77.5,AFL171117P00077500,p,83.93,20170920,22:51:20,12.0,AFL_20171117_20170920_7_p_77.5,7.0,1.006934481109517,True,1.16,0.05,-0.9568965517241379,104.99999999999999
14,1.15,0.99,2017-11-17,1.32,563.0,2017-09-21T10:10:16.000Z,AFL,77.5,AFL171117P00077500,p,83.56,20170921,22:51:18,5.0,AFL_20171117_20170921_7_p_77.5,7.0,0.9914204003813155,True,1.15,0.05,-0.9565217391304347,103.99999999999999
18,1.11,0.92,2017-11-17,1.05,563.0,2017-09-22T10:10:16.000Z,AFL,77.5,AFL171117P00077500,p,83.76,20170922,22:51:20,4.0,AFL_20171117_20170922_7_p_77.5,7.0,1.0031089322013633,True,1.11,0.05,-0.954954954954955,100.0
14,1.08,0.89,2017-11-17,1.05,563.0,2017-09-25T10:10:17.000Z,AFL,77.5,AFL171117P00077500,p,83.73,20170925,22:51:21,4.0,AFL_20171117_20170925_7_p_77.5,7.0,0.9949964260185848,True,1.08,0.05,-0.9537037037037037,97.0
27,1.21,1.05,2017-10-20,1.05,204.0,2017-09-26T10:10:30.000Z,AFL,80.0,AFL171020P00080000,p,83.17,20170926,22:51:36,1.0,AFL_20171020_20170926_7_p_80.0,7.0,0.9741276999762639,True,1.21,0.41,-0.6611570247933884,74.0
5,1.03,0.85,2017-11-17,0.72,650.0,2017-09-27T10:10:15.000Z,AFL,75.0,AFL171117P00075000,p,83.25,20170927,22:51:20,6.0,AFL_20171117_20170927_7_p_75.0,7.0,0.9930572180991141,True,1.03,0.02,-0.9805825242718447,95.0
16,1.01,0.84,2017-11-17,0.72,650.0,2017-09-28T10:10:15.000Z,AFL,75.0,AFL171117P00075000,p,83.05,20170928,22:51:22,6.0,AFL_20171117_20170928_7_p_75.0,7.0,0.9825734065409405,True,1.01,0.02,-0.9801980198019802,93.0
10,1.23,1.04,2017-11-17,1.2,650.0,2017-09-29T10:10:08.000Z,AFL,75.0,AFL171117P00075000,p,81.62,20170929,22:51:23,2.0,AFL_20171117_20170929_7_p_75.0,7.0,0.9834750911300123,True,1.23,0.02,-0.983739837398374,115.0
4,1.22,1.0,2017-11-17,1.19,650.0,2017-10-02T10:10:11.000Z,AFL,75.0,AFL171117P00075000,p,81.53,20171002,22:51:21,1.0,AFL_20171117_20171002_7_p_75.0,7.0,1.003440226071999,True,1.22,0.02,-0.9836065573770492,114.0
10,1.12,0.94,2017-11-17,1.01,529.0,2017-10-04T10:10:09.000Z,AFL,75.0,AFL171117P00075000,p,82.09,20171004,22:51:25,3.0,AFL_20171117_20171004_7_p_75.0,7.0,0.9965949166970692,True,1.12,0.02,-0.9821428571428571,104.00000000000001
9,0.98,0.87,2017-11-17,0.98,512.0,2017-10-05T10:10:09.000Z,AFL,75.0,AFL171117P00075000,p,82.57,20171005,22:51:25,50.0,AFL_20171117_20171005_7_p_75.0,7.0,1.0109595713589865,True,0.98,0.02,-0.9795918367346939,90.0
10,1.04,0.83,2017-11-17,0.86,512.0,2017-10-06T10:10:09.000Z,AFL,75.0,AFL171117P00075000,p,82.19,20171006,22:51:26,3.0,AFL_20171117_20171006_7_p_75.0,7.0,0.9927263910777064,True,1.04,0.02,-0.9807692307692307,96.0
10,0.96,0.86,2017-11-17,0.86,512.0,2017-10-09T10:10:08.000Z,AFL,75.0,AFL171117P00075000,p,82.18,20171009,22:51:26,3.0,AFL_20171117_20171009_7_p_75.0,7.0,0.99781208216847,True,0.96,0.02,-0.9791666666666666,88.0
6,1.19,1.1,2017-11-17,1.31,575.0,2017-10-10T10:10:09.000Z,AFL,77.5,AFL171117P00077500,p,83.24,20171010,22:51:24,2.0,AFL_20171117_20171010_7_p_77.5,7.0,1.0159844998789052,True,1.19,0.05,-0.9579831932773109,107.99999999999999
12,1.01,0.94,2017-11-17,1.04,579.0,2017-10-12T10:10:07.000Z,AFL,77.5,AFL171117P00077500,p,83.66,20171012,22:51:25,3.0,AFL_20171117_20171012_7_p_77.5,7.0,0.994754411063424,True,1.01,0.05,-0.9504950495049505,90.0
10,1.07,0.87,2017-12-08,0.47,14.0,2017-11-03T10:10:12.000Z,AIG,61.0,AIG171208P00061000,p,62.0,20171103,23:44:21,10.0,AIG_20171208_20171103_7_p_61.0,7.0,-0.045860264696829856,True,1.07,0.7,-0.3457943925233646,31.000000000000014
7,0.92,0.81,2017-11-17,0.95,579.0,2017-10-17T10:10:08.000Z,AFL,77.5,AFL171117P00077500,p,83.86,20171017,22:51:29,10.0,AFL_20171117_20171017_7_p_77.5,7.0,0.9923972440009502,True,0.92,0.05,-0.9456521739130435,81.0
12,0.95,0.83,2017-09-01,0.81,5.0,2017-07-26T10:11:27.000Z,AKAM,45.0,AKAM170901P00045000,p,45.91,20170726,00:07:33,8.0,AKAM_20170901_20170726_7_p_45.0,7.0,-0.13832582582582592,True,0.95,0.01,-0.9894736842105263,88.0
7,0.89,0.81,2017-11-17,0.85,580.0,2017-10-18T10:10:11.000Z,AFL,77.5,AFL171117P00077500,p,83.68,20171018,22:51:27,1.0,AFL_20171117_20171018_7_p_77.5,7.0,0.9980897803247374,True,0.89,0.05,-0.9438202247191011,78.0
10,1.01,0.86,2017-11-17,0.87,976.0,2017-10-20T10:10:09.000Z,AFL,82.5,AFL171117P00082500,p,84.52,20171020,22:51:30,2.0,AFL_20171117_20171020_7_p_82.5,7.0,1.001657785671995,True,1.01,0.35,-0.6534653465346535,60.0
3,1.24,1.13,2017-12-15,1.07,876.0,2017-10-23T10:10:10.000Z,AFL,80.0,AFL171215P00080000,p,84.03,20171023,22:48:26,16.0,AFL_20171215_20171023_7_p_80.0,7.0,1.0042933810375672,True,1.24,0.53,-0.5725806451612903,65.0
1,1.3,1.0,2017-12-15,1.25,68.0,2017-10-27T10:10:17.000Z,AKAO,12.5,AKAO171215P00012500,p,12.93,20171027,00:08:32,31.0,AKAO_20171215_20171027_7_p_12.5,7.0,0.03772070626003201,True,1.3,0.55,-0.5769230769230769,69.0
4,1.0,0.88,2017-11-17,0.95,987.0,2017-10-24T10:10:10.000Z,AFL,82.5,AFL171117P00082500,p,84.39,20171024,22:51:31,15.0,AFL_20171117_20171024_7_p_82.5,7.0,1.0016603415559775,True,1.0,0.35,-0.65,59.0
13,1.15,0.98,2017-11-17,1.1,971.0,2017-10-25T10:10:12.000Z,AFL,82.5,AFL171117P00082500,p,83.98,20171025,22:51:32,4.0,AFL_20171117_20171025_7_p_82.5,7.0,0.9862819299905393,True,1.15,0.35,-0.6956521739130435,74.0
3,1.27,1.14,2017-12-15,1.08,99.0,2017-11-02T10:10:09.000Z,AFL,82.5,AFL171215P00082500,p,84.02,20171102,22:48:27,63.0,AFL_20171215_20171102_7_p_82.5,7.0,0.9935935460908765,False,1.27,1.2,-0.05511811023622052,1.0000000000000062
4,1.3,1.17,2017-12-15,1.08,99.0,2017-11-03T10:10:10.000Z,AFL,82.5,AFL171215P00082500,p,84.25,20171103,22:48:27,63.0,AFL_20171215_20171103_7_p_82.5,7.0,0.9962089799786756,False,1.3,1.2,-0.07692307692307698,4.000000000000009
1,1.0,0.8,2017-12-15,2.35,100.0,2017-11-01T10:10:13.000Z,AIR,40.0,AIR171215P00040000,p,41.74,20171101,23:53:41,21.0,AIR_20171215_20171101_7_p_40.0,7.0,0.07328362046798667,False,1.0,1.05,0.050000000000000044,-11.000000000000004
0,1.18,1.02,2017-12-15,1.34,359.0,2017-11-06T10:10:10.000Z,AFL,82.5,AFL171215P00082500,p,84.55,20171106,22:48:29,269.0,AFL_20171215_20171106_7_p_82.5,7.0,1.013574660633484,False,1.18,1.2,0.0169491525423729,-8.000000000000002
6,0.87,0.86,2017-07-28,0.0,246.0,2017-06-08T10:11:26.000Z,AKS,6.0,AKS170728P00006000,p,6.32,20170608,00:15:18,0.0,AKS_20170728_20170608_7_p_6.0,7.0,0.05862646566164163,True,0.87,0.11,-0.8735632183908046,70.0
0,1.2,0.9,2017-07-21,1.05,3718.0,2017-06-27T10:11:22.000Z,ALDR,15.0,ALDR170721P00015000,p,15.2,20170627,00:23:46,360.0,ALDR_20170721_20170627_7_p_15.0,7.0,-0.18716577540106952,True,1.2,3.0,1.5,-186.0
0,1.0,0.8,2017-11-17,1.06,17.0,2017-10-05T10:10:11.000Z,ALDR,12.5,ALDR171117P00012500,p,12.83,20171005,00:24:02,2.0,ALDR_20171117_20171005_7_p_12.5,7.0,0.030522088353413718,True,1.0,1.35,0.3500000000000001,-41.00000000000001
4,1.2,0.8,2017-07-21,0.95,1181.0,2017-06-19T10:11:23.000Z,ALGN,140.0,ALGN170721P00140000,p,151.09,20170619,00:27:28,46.0,ALGN_20170721_20170619_7_p_140.0,7.0,0.04013493046950305,True,1.2,0.05,-0.9583333333333333,108.99999999999999
7,1.05,0.9,2017-11-17,0.7,4.0,2017-10-12T10:10:10.000Z,ALKS,47.0,ALKS171117P00047000,p,49.99,20171012,00:35:27,3.0,ALKS_20171117_20171012_7_p_47.0,7.0,-0.0304499612102405,True,1.05,0.65,-0.38095238095238093,34.0
1,1.0,0.9,2017-06-16,1.0,452.0,2017-05-09T10:16:09.000Z,ALRM,30.0,ALRM170616P00030000,p,32.44,20170509,00:55:52,74.0,ALRM_20170616_20170509_7_p_30.0,7.0,-0.040804257835600315,True,1.0,0.05,-0.95,89.0
1,1.05,0.8,2017-09-15,0.88,439.0,2017-08-02T10:11:31.000Z,ALRM,35.0,ALRM170915P00035000,p,37.35,20170802,00:56:46,1.0,ALRM_20170915_20170802_7_p_35.0,7.0,-0.035880227155394954,True,1.05,0.05,-0.9523809523809523,94.0
5,1.05,0.85,2017-09-15,1.1,450.0,2017-08-03T10:11:26.000Z,ALRM,35.0,ALRM170915P00035000,p,38.46,20170803,00:56:45,11.0,ALRM_20170915_20170803_7_p_35.0,7.0,0.03027055987141716,True,1.05,0.05,-0.9523809523809523,94.0
0,1.15,1.0,2017-04-21,0.9,23.0,2017-03-06T10:16:10.000Z,ALB,92.5,ALB170421P00092500,p,101.24,20170306,00:18:22,1.0,ALB_20170421_20170306_7_p_92.5,7.0,-0.03369285100696766,True,1.15,0.05,-0.9565217391304347,103.99999999999999
10,1.2,0.9,2017-10-20,1.0,557.0,2017-09-11T10:10:17.000Z,ALNY,35.0,ALNY171020P00035000,p,77.52,20170911,00:52:54,21.0,ALNY_20171020_20170911_7_p_35.0,7.0,0.05197448771882207,True,1.2,0.05,-0.9583333333333333,108.99999999999999
15,1.05,0.8,2017-10-20,1.05,3116.0,2017-09-22T10:10:19.000Z,ALNY,100.0,ALNY171020P00100000,p,116.77,20170922,00:52:56,125.0,ALNY_20171020_20170922_7_p_100.0,7.0,0.034094934466879154,True,1.05,0.05,-0.9523809523809523,94.0
5,1.2,0.8,2017-12-15,1.1,739.0,2017-10-24T10:10:16.000Z,ALNY,90.0,ALNY171215P00090000,p,119.42,20171024,00:49:17,3.0,ALNY_20171215_20171024_7_p_90.0,7.0,0.0333131435493641,True,1.2,0.05,-0.9583333333333333,108.99999999999999
4,1.05,0.85,2017-08-18,1.05,261.0,2017-06-20T10:11:24.000Z,AMAG,16.0,AMAG170818P00016000,p,17.3,20170620,01:15:00,38.0,AMAG_20170818_20170620_7_p_16.0,7.0,0.03903903903903917,True,1.05,0.05,-0.9523809523809523,94.0
5,1.1,0.8,2017-06-23,0.65,15.0,2017-05-30T10:11:22.000Z,AMBA,55.0,AMBA170623P00055000,p,61.16,20170530,01:36:55,5.0,AMBA_20170623_20170530_7_p_55.0,7.0,-0.05980015372790162,False,1.1,5.3,3.818181818181817,-425.99999999999994
5,0.95,0.8,2017-08-18,1.05,299.0,2017-06-21T10:11:26.000Z,AMAG,16.0,AMAG170818P00016000,p,17.43,20170621,01:15:03,38.0,AMAG_20170818_20170621_7_p_16.0,7.0,0.0344213649851631,True,0.95,0.05,-0.9473684210526315,83.99999999999999
0,1.25,0.95,2017-07-07,0.95,13.0,2017-06-07T10:11:26.000Z,AMBA,50.0,AMBA170707P00050000,p,53.45,20170607,01:36:20,6.0,AMBA_20170707_20170607_7_p_50.0,7.0,-0.10498995311453443,True,1.25,1.55,0.24000000000000005,-36.0
6,1.0,0.8,2017-08-18,1.5,73.0,2017-06-22T10:11:23.000Z,AMAG,17.0,AMAG170818P00017000,p,18.7,20170622,01:15:04,5.0,AMAG_20170818_20170622_7_p_17.0,7.0,0.053521126760563344,True,1.0,0.1,-0.9,84.0
5,1.15,0.9,2017-08-18,1.2,542.0,2017-07-05T10:11:25.000Z,AMBA,45.0,AMBA170818P00045000,p,50.41,20170705,01:31:30,5.0,AMBA_20170818_20170705_7_p_45.0,7.0,0.051084236864053285,True,1.15,0.05,-0.9565217391304347,103.99999999999999
0,1.05,0.85,2017-08-18,0.95,147.0,2017-07-21T10:11:23.000Z,AMBC,20.0,AMBC170818P00020000,p,20.15,20170721,01:44:24,120.0,AMBC_20170818_20170721_7_p_20.0,7.0,-0.050424128180961376,True,1.05,1.55,0.47619047619047616,-56.0
10,1.2,1.0,2017-10-27,2.55,2.0,2017-09-12T10:10:17.000Z,AMBA,42.5,AMBA171027P00042500,p,45.94,20170912,01:40:55,2.0,AMBA_20171027_20170912_7_p_42.5,7.0,0.030275846602377084,True,1.2,0.05,-0.9583333333333333,108.99999999999999
2,1.2,0.95,2017-10-20,1.0,349.0,2017-08-29T10:10:16.000Z,AMAG,16.0,AMAG171020P00016000,p,16.35,20170829,01:17:43,3.0,AMAG_20171020_20170829_7_p_16.0,7.0,-0.03823529411764698,True,1.2,0.1,-0.9166666666666666,103.99999999999999
2,1.25,1.05,2017-11-17,1.25,347.0,2017-09-27T10:10:20.000Z,AMBA,45.0,AMBA171117P00045000,p,48.8,20170927,01:39:31,12.0,AMBA_20171117_20170927_7_p_45.0,7.0,0.07017543859649113,True,1.25,0.05,-0.96,114.0
3,1.05,1.0,2017-11-17,1.0,104.0,2017-09-28T10:10:21.000Z,AMAG,17.0,AMAG171117P00017000,p,18.13,20170928,01:17:06,2.0,AMAG_20171117_20170928_7_p_17.0,7.0,-0.04578947368421058,True,1.05,2.65,1.5238095238095237,-166.0
3,1.25,1.1,2017-12-01,0.0,10.0,2017-10-13T10:10:15.000Z,AMBA,47.5,AMBA171201P00047500,p,53.6,20171013,01:32:13,0.0,AMBA_20171201_20171013_7_p_47.5,7.0,0.04158569762922659,True,1.25,0.5,-0.6,69.0
1,1.25,0.9,2017-11-17,1.0,104.0,2017-09-29T10:10:12.000Z,AMAG,17.0,AMAG171117P00017000,p,18.55,20170929,01:17:06,2.0,AMAG_20171117_20170929_7_p_17.0,7.0,0.045070422535211305,True,1.25,2.65,1.1199999999999999,-146.0
0,0.9,0.8,2017-11-17,1.0,106.0,2017-10-03T10:10:10.000Z,AMAG,17.0,AMAG171117P00017000,p,18.58,20171003,01:17:08,2.0,AMAG_20171117_20171003_7_p_17.0,7.0,-0.04473007712082268,True,0.9,2.65,1.9444444444444444,-181.0
0,1.05,0.9,2017-11-17,0.8,129.0,2017-10-12T10:10:11.000Z,AMAG,17.0,AMAG171117P00017000,p,17.49,20171012,01:17:07,20.0,AMAG_20171117_20171012_7_p_17.0,7.0,-0.03901098901098906,False,1.05,2.65,1.5238095238095237,-166.0
3,1.17,1.15,2017-04-21,1.15,22951.0,2017-03-02T10:16:10.000Z,AMD,14.0,AMD170421P00014000,p,14.07,20170302,01:55:38,428.0,AMD_20170421_20170302_7_p_14.0,7.0,-0.059491978609625705,True,1.17,1.0,-0.14529914529914525,10.999999999999993
4,0.95,0.8,2017-11-17,0.45,1038.0,2017-10-13T10:10:15.000Z,AMAG,16.0,AMAG171117P00016000,p,16.95,20171013,01:17:10,10.0,AMAG_20171117_20171013_7_p_16.0,7.0,-0.03142857142857147,False,0.95,1.75,0.8421052631578948,-86.0
3,1.15,1.13,2017-04-21,1.15,18220.0,2017-03-03T10:16:09.000Z,AMD,13.0,AMD170421P00013000,p,13.2,20170303,01:55:37,1168.0,AMD_20170421_20170303_7_p_13.0,7.0,-0.0503597122302159,True,1.15,0.31,-0.7304347826086955,77.99999999999999
0,0.9,0.8,2017-11-17,0.85,74.0,2017-10-20T10:10:15.000Z,AMAG,15.0,AMAG171117P00015000,p,15.55,20171020,01:17:12,1.0,AMAG_20171117_20171020_7_p_15.0,7.0,-0.03115264797507788,True,0.9,0.9,0.0,-6.0
1,0.96,0.84,2017-04-21,0.9,44.0,2017-03-13T10:16:13.000Z,AMD,13.5,AMD170421P00013500,p,14.48,20170313,01:55:44,54.0,AMD_20170421_20170313_7_p_13.5,7.0,0.04097771387491016,True,0.96,0.61,-0.3645833333333333,29.0
4,1.25,0.85,2017-09-15,0.75,153.0,2017-08-03T10:11:26.000Z,AMCX,60.0,AMCX170915P00060000,p,64.72,20170803,01:49:07,1.0,AMCX_20170915_20170803_7_p_60.0,7.0,0.035188739603326864,False,1.25,2.6,1.08,-141.0
5,0.93,0.8,2017-04-21,0.8,184.0,2017-03-14T10:16:13.000Z,AMD,13.0,AMD170421P00013000,p,13.74,20170314,01:55:45,5.0,AMD_20170421_20170314_7_p_13.0,7.0,-0.03781512605042011,True,0.93,0.31,-0.6666666666666667,56.000000000000014
3,1.05,0.8,2017-12-15,0.9,5.0,2017-11-06T10:10:15.000Z,AMAG,13.0,AMAG171215P00013000,p,13.23,20171106,01:15:27,5.0,AMAG_20171215_20171106_7_p_13.0,7.0,-0.05668449197860962,True,1.05,0.45,-0.5714285714285715,54.00000000000001
6,1.1,1.01,2017-04-21,1.04,162.0,2017-03-20T10:16:18.000Z,AMD,14.0,AMD170421P00014000,p,14.2,20170320,01:55:48,10.0,AMD_20170421_20170320_7_p_14.0,7.0,0.05263157894736835,True,1.1,1.0,-0.09090909090909098,4.000000000000009
10,0.93,0.82,2017-05-19,0.9,63.0,2017-03-21T10:16:09.000Z,AMD,13.0,AMD170519P00013000,p,13.92,20170321,02:06:15,413.0,AMD_20170519_20170321_7_p_13.0,7.0,-0.03333333333333336,True,0.93,1.74,0.8709677419354838,-87.0
0,1.2,1.0,2017-12-15,1.05,704.0,2017-10-23T10:10:16.000Z,AMCX,50.0,AMCX171215P00050000,p,54.43,20171023,01:47:32,1.0,AMCX_20171215_20171023_7_p_50.0,7.0,-0.034244144783534415,False,1.2,2.15,0.7916666666666666,-101.0
18,1.02,0.91,2017-05-19,0.91,1532.0,2017-03-31T10:16:13.000Z,AMD,13.0,AMD170519P00013000,p,14.53,20170331,02:06:17,493.0,AMD_20170519_20170331_7_p_13.0,7.0,0.034163701067615564,True,1.02,1.74,0.7058823529411764,-78.0
5,1.18,1.14,2017-05-19,1.17,9524.0,2017-04-06T10:16:15.000Z,AMD,13.0,AMD170519P00013000,p,13.16,20170406,02:06:23,785.0,AMD_20170519_20170406_7_p_13.0,7.0,-0.0712773465067043,True,1.18,1.74,0.47457627118644075,-62.00000000000001
5,1.01,1.0,2017-08-18,1.0,2977.0,2017-06-20T10:11:25.000Z,AMD,12.0,AMD170818P00012000,p,12.51,20170620,01:56:39,1129.0,AMD_20170818_20170620_7_p_12.0,7.0,0.04861693210393966,True,1.01,0.02,-0.9801980198019802,93.0
1,1.09,1.08,2017-08-18,1.09,1474.0,2017-06-21T10:11:26.000Z,AMD,13.0,AMD170818P00013000,p,13.61,20170621,01:56:40,344.0,AMD_20170818_20170621_7_p_13.0,7.0,0.07674050632911383,True,1.09,0.62,-0.43119266055045874,41.00000000000001
7,0.84,0.83,2017-08-11,0.83,7664.0,2017-06-29T10:11:21.000Z,AMD,12.0,AMD170811P00012000,p,12.75,20170629,01:56:11,2097.0,AMD_20170811_20170629_7_p_12.0,7.0,-0.036281179138322024,True,0.84,0.13,-0.8452380952380952,65.0
10,0.91,0.89,2017-08-18,0.89,11475.0,2017-07-05T10:11:26.000Z,AMD,12.0,AMD170818P00012000,p,12.73,20170705,01:56:50,1175.0,AMD_20170818_20170705_7_p_12.0,7.0,0.047736625514403296,True,0.91,0.02,-0.978021978021978,83.0
6,0.94,0.84,2017-08-11,0.81,105.0,2017-07-07T10:11:20.000Z,AMD,12.5,AMD170811P00012500,p,13.63,20170707,01:56:15,1.0,AMD_20170811_20170707_7_p_12.5,7.0,0.04685099846390178,True,0.94,0.38,-0.5957446808510638,49.99999999999999
32,0.87,0.85,2017-09-01,0.85,39.0,2017-07-26T10:11:30.000Z,AMD,15.0,AMD170901P00015000,p,15.4,20170726,02:12:47,17.0,AMD_20170901_20170726_7_p_15.0,7.0,0.09142452161587533,False,0.87,1.98,1.2758620689655171,-116.99999999999999
25,0.86,0.8,2017-09-15,0.81,8937.0,2017-08-02T10:11:32.000Z,AMD,13.0,AMD170915P00013000,p,13.18,20170802,02:13:42,464.0,AMD_20170915_20170802_7_p_13.0,7.0,-0.038657913931436985,True,0.86,0.7,-0.186046511627907,10.000000000000004
17,0.84,0.8,2017-09-22,0.63,258.0,2017-08-09T10:11:31.000Z,AMD,12.5,AMD170922P00012500,p,12.7,20170809,02:14:12,4.0,AMD_20170922_20170809_7_p_12.5,7.0,-0.03127383676582762,True,0.84,0.01,-0.9880952380952381,77.0
4,1.25,1.05,2017-11-17,1.35,51.0,2017-10-26T10:10:17.000Z,ALLE,80.0,ALLE171117P00080000,p,81.06,20171026,00:39:36,1.0,ALLE_20171117_20171026_7_p_80.0,7.0,-0.06278182448838007,True,1.25,0.25,-0.8,94.0
11,0.84,0.8,2017-10-20,0.84,12245.0,2017-09-08T10:10:17.000Z,AMD,12.0,AMD171020P00012000,p,12.17,20170908,02:11:09,725.0,AMD_20171020_20170908_7_p_12.0,7.0,-0.03642121931908162,True,0.84,0.01,-0.9880952380952381,77.0
24,0.92,0.85,2017-10-27,0.94,357.0,2017-09-18T10:10:22.000Z,AMD,13.0,AMD171027P00013000,p,13.18,20170918,02:11:52,38.0,AMD_20171027_20170918_7_p_13.0,7.0,0.05271565495207669,True,0.92,0.92,0.0,-6.0
11,0.87,0.86,2017-11-17,0.86,6685.0,2017-10-03T10:10:11.000Z,AMD,13.0,AMD171117P00013000,p,13.41,20171003,02:07:31,223.0,AMD_20171117_20171003_7_p_13.0,7.0,0.055074744295829994,True,0.87,1.88,1.1609195402298849,-106.99999999999997
0,1.15,0.85,2017-11-17,0.5,1680.0,2017-10-16T10:10:11.000Z,AM,30.0,AM171117P00030000,p,30.11,20171016,08:56:16,1650.0,AM_20171117_20171016_7_p_30.0,7.0,-0.032144005143040826,False,1.15,2.3,1.0,-120.99999999999999
12,0.93,0.83,2017-09-01,0.88,87.0,2017-08-02T10:11:32.000Z,AMAT,41.0,AMAT170901P00041000,p,42.63,20170802,01:29:13,21.0,AMAT_20170901_20170802_7_p_41.0,7.0,-0.033333333333333305,True,0.93,0.01,-0.989247311827957,86.0
